order_id,delivery_partner_id,promised_time,actual_time,promised_date,actual_date,delivery_time_mins,distance_km,delivery_status,delay_reason
8172695964,52140,09:36:06,09:38:06,2024-07-07,2024-07-07,2,2.43,On Time,Traffic
7462800868,39973,17:44:14,18:12:14,2023-10-19,2023-10-19,28,1.77,Significantly Delayed,Traffic
5438961669,67068,05:38:18,05:55:18,2024-09-10,2024-09-10,17,2.1,Significantly Delayed,Traffic
4904849001,8244,06:00:13,06:05:13,2023-11-30,2023-11-30,5,4.42,On Time,Traffic
4816980820,28954,20:41:31,20:59:31,2023-03-27,2023-03-27,18,2.31,Significantly Delayed,Traffic
9004078716,60691,08:57:05,08:57:05,2023-08-21,2023-08-21,0,4.57,On Time,
8350353728,73339,08:18:43,08:23:43,2024-01-25,2024-01-25,5,1.62,On Time,Traffic
1204084245,55802,01:48:11,02:04:11,2023-09-26,2023-09-26,16,4.5,Significantly Delayed,Traffic
4142209897,6857,20:15:27,20:15:27,2023-09-07,2023-09-07,0,3.27,On Time,
125551624,16319,21:44:30,21:44:30,2024-08-12,2024-08-12,0,1.09,On Time,
9970545044,81093,22:38:41,22:43:41,2023-08-08,2023-08-08,5,1.76,On Time,Traffic
7976032064,39126,16:16:32,16:18:32,2024-05-03,2024-05-03,2,4.57,On Time,Traffic
8691567542,87207,09:05:11,09:10:11,2024-06-27,2024-06-27,5,1.06,On Time,Traffic
3592747590,92032,12:29:13,12:58:13,2024-04-24,2024-04-24,29,3.76,Significantly Delayed,Traffic
7495753437,20625,00:45:35,00:45:35,2023-06-02,2023-06-02,0,1.06,On Time,
3965847120,60885,15:09:43,15:11:43,2023-05-05,2023-05-05,2,4.21,On Time,Traffic
9365984533,40460,20:02:13,19:59:13,2024-06-25,2024-06-25,-3,4.34,On Time,
2948242102,55456,15:14:53,15:12:53,2023-10-12,2023-10-12,-2,4.57,On Time,
6161193691,22997,13:55:08,13:50:08,2023-05-30,2023-05-30,-5,2.46,On Time,
5964122835,98433,18:29:05,18:26:05,2024-03-29,2024-03-29,-3,4.54,On Time,
8879377902,61662,06:26:43,06:21:43,2024-03-09,2024-03-09,-5,3.82,On Time,
8158068874,93613,20:41:13,20:55:13,2024-07-25,2024-07-25,14,4.01,Slightly Delayed,Traffic
7039570964,40041,03:30:23,03:42:23,2024-04-13,2024-04-13,12,0.52,Slightly Delayed,Traffic
5482913265,84976,15:30:48,15:41:48,2024-08-08,2024-08-08,11,0.61,Slightly Delayed,Traffic
1018255782,35907,06:25:07,06:45:07,2024-09-08,2024-09-08,20,2.48,Significantly Delayed,Traffic
8441505853,58002,08:31:55,08:33:55,2023-11-10,2023-11-10,2,3.69,On Time,Traffic
3850018395,42851,20:45:07,21:00:07,2023-06-09,2023-06-09,15,1.25,Slightly Delayed,Traffic
4884197611,4714,19:23:09,19:48:09,2023-04-19,2023-04-19,25,4.29,Significantly Delayed,Traffic
5321849748,43163,00:33:24,00:28:24,2024-03-01,2024-03-01,-5,2.69,On Time,
9808738347,81334,23:53:11,23:50:11,2024-03-28,2024-03-28,-3,2.79,On Time,
8727249149,16796,00:38:22,00:35:22,2023-06-27,2023-06-27,-3,2.27,On Time,
2772154780,74237,14:52:59,14:51:59,2024-07-18,2024-07-18,-1,0.69,On Time,
9128056381,95005,07:32:02,07:32:02,2024-06-10,2024-06-10,0,0.84,On Time,
4461463308,43141,08:11:25,08:11:25,2023-06-16,2023-06-16,0,1.16,On Time,
5636483988,73517,17:52:04,17:51:04,2024-01-29,2024-01-29,-1,4.35,On Time,
1532065529,1354,06:43:36,06:45:36,2023-12-07,2023-12-07,2,1.94,On Time,Traffic
9933994647,46871,06:50:56,06:51:56,2024-02-27,2024-02-27,1,2.0,On Time,Traffic
4823026749,97537,16:02:46,15:58:46,2024-08-08,2024-08-08,-4,3.57,On Time,
7453442245,69200,06:47:25,06:50:25,2024-09-08,2024-09-08,3,2.49,On Time,Traffic
6519941559,88898,19:57:01,19:57:01,2024-05-10,2024-05-10,0,2.37,On Time,
3798769654,96996,12:42:14,12:38:14,2024-09-28,2024-09-28,-4,3.45,On Time,
5034289521,98165,13:19:17,13:17:17,2024-05-15,2024-05-15,-2,2.26,On Time,
6971088688,33387,11:05:19,11:14:19,2023-07-18,2023-07-18,9,3.13,Slightly Delayed,Traffic
5650184107,60066,08:32:44,08:32:44,2023-06-21,2023-06-21,0,1.16,On Time,
5770410311,96121,10:33:35,10:31:35,2023-12-31,2023-12-31,-2,0.96,On Time,
274530126,35596,22:12:31,22:34:31,2023-04-08,2023-04-08,22,4.22,Significantly Delayed,Traffic
4819831152,97045,19:55:16,19:59:16,2024-09-22,2024-09-22,4,2.73,On Time,Traffic
6977688323,77691,22:22:08,22:27:08,2023-06-07,2023-06-07,5,2.86,On Time,Traffic
2035952734,1616,19:38:33,19:37:33,2023-04-17,2023-04-17,-1,0.84,On Time,
3665334102,6292,01:28:31,01:34:31,2024-11-04,2024-11-04,6,1.11,Slightly Delayed,Traffic
1862413314,3855,16:26:45,16:29:45,2024-05-31,2024-05-31,3,3.96,On Time,Traffic
4466643926,37936,20:48:57,20:49:57,2024-04-08,2024-04-08,1,4.72,On Time,Traffic
4470717835,80246,00:36:18,00:39:18,2023-07-08,2023-07-08,3,1.91,On Time,Traffic
3018086191,86332,16:11:05,16:13:05,2024-02-07,2024-02-07,2,2.04,On Time,Traffic
2447983559,68149,20:58:07,21:25:07,2024-10-03,2024-10-03,27,1.82,Significantly Delayed,Traffic
5116322704,24469,04:38:38,04:42:38,2024-06-20,2024-06-20,4,2.51,On Time,Traffic
8941550852,18037,22:19:04,22:22:04,2024-04-20,2024-04-20,3,4.18,On Time,Traffic
8026773850,22178,19:34:23,19:37:23,2023-10-23,2023-10-23,3,3.97,On Time,Traffic
2102402075,81176,05:46:01,05:41:01,2024-07-14,2024-07-14,-5,5.0,On Time,
989844439,77083,12:08:05,12:06:05,2023-07-23,2023-07-23,-2,2.39,On Time,
8426805628,88737,22:54:34,22:52:34,2023-04-17,2023-04-17,-2,1.87,On Time,
7662188403,80894,07:47:06,07:55:06,2023-05-09,2023-05-09,8,3.91,Slightly Delayed,Traffic
9141654140,38063,14:11:04,14:12:04,2023-07-14,2023-07-14,1,1.33,On Time,Traffic
5696947751,58100,03:48:25,03:49:25,2023-11-06,2023-11-06,1,3.95,On Time,Traffic
8953871540,62193,16:31:02,16:36:02,2023-11-14,2023-11-14,5,1.91,On Time,Traffic
1767778760,57806,03:41:44,03:41:44,2023-04-14,2023-04-14,0,2.32,On Time,
5516201271,32490,14:41:12,14:39:12,2024-07-10,2024-07-10,-2,1.52,On Time,
9358248664,52315,00:18:54,00:15:54,2023-12-20,2023-12-20,-3,0.77,On Time,
1530424665,53811,23:49:46,23:51:46,2023-04-21,2023-04-21,2,3.67,On Time,Traffic
7816293360,81753,18:14:35,18:16:35,2023-07-27,2023-07-27,2,3.35,On Time,Traffic
1602396548,64637,23:59:19,00:01:19,2024-09-09,2024-09-09,2,1.2,On Time,Traffic
7938126128,50175,08:42:00,08:41:00,2023-06-16,2023-06-16,-1,2.11,On Time,
271744331,30354,04:12:18,04:10:18,2023-08-21,2023-08-21,-2,3.23,On Time,
387311360,7081,03:11:16,03:10:16,2023-08-07,2023-08-07,-1,4.42,On Time,
1286123100,19279,00:10:40,00:13:40,2023-12-31,2023-12-31,3,4.03,On Time,Traffic
4832392771,33654,14:55:52,14:58:52,2023-11-02,2023-11-02,3,1.61,On Time,Traffic
4800106448,38774,05:31:22,05:27:22,2023-12-10,2023-12-10,-4,3.27,On Time,
5500008514,48166,18:25:17,18:24:17,2024-05-03,2024-05-03,-1,3.12,On Time,
7879575037,85162,12:32:33,12:37:33,2024-01-07,2024-01-07,5,2.29,On Time,Traffic
50845914,95031,04:37:56,04:34:56,2023-04-09,2023-04-09,-3,3.41,On Time,
9766990467,18483,08:33:31,08:41:31,2023-06-30,2023-06-30,8,1.69,Slightly Delayed,Traffic
4215602937,38381,05:44:08,05:45:08,2023-10-04,2023-10-04,1,3.25,On Time,Traffic
238484255,87590,04:18:43,04:20:43,2024-04-11,2024-04-11,2,0.92,On Time,Traffic
3293988248,19751,07:57:45,08:26:45,2024-09-29,2024-09-29,29,2.58,Significantly Delayed,Traffic
5296157775,68713,10:34:02,10:37:02,2024-07-27,2024-07-27,3,1.35,On Time,Traffic
1143489067,68548,17:21:41,17:18:41,2023-09-14,2023-09-14,-3,4.28,On Time,
8524452029,65655,01:15:32,01:22:32,2023-11-07,2023-11-07,7,0.54,Slightly Delayed,Traffic
4256779885,71100,17:39:29,17:37:29,2023-06-01,2023-06-01,-2,2.71,On Time,
7744686996,4886,21:55:59,22:17:59,2023-09-27,2023-09-27,22,1.95,Significantly Delayed,Traffic
5427462399,87698,14:15:00,14:19:00,2024-06-21,2024-06-21,4,3.89,On Time,Traffic
8596751747,95854,06:44:08,06:43:08,2024-03-09,2024-03-09,-1,4.11,On Time,
4746468643,5235,19:51:04,19:52:04,2023-08-17,2023-08-17,1,4.62,On Time,Traffic
3010047327,65599,20:24:52,20:29:52,2023-12-15,2023-12-15,5,2.44,On Time,Traffic
1236959246,76379,20:37:02,20:41:02,2024-10-06,2024-10-06,4,1.59,On Time,Traffic
6600422315,46137,00:38:15,00:41:15,2023-09-19,2023-09-19,3,0.94,On Time,Traffic
3227252410,66386,08:11:12,08:09:12,2024-02-16,2024-02-16,-2,0.92,On Time,
6972292408,46413,05:55:14,06:12:14,2023-11-16,2023-11-16,17,2.13,Significantly Delayed,Traffic
7562754470,46136,23:47:04,23:48:04,2024-02-15,2024-02-15,1,1.58,On Time,Traffic
7361971676,18979,01:02:18,01:06:18,2023-08-23,2023-08-23,4,4.06,On Time,Traffic
8875605037,16915,10:16:27,10:20:27,2023-09-27,2023-09-27,4,1.78,On Time,Traffic
8508253527,11048,21:11:09,21:23:09,2024-09-05,2024-09-05,12,2.64,Slightly Delayed,Traffic
6798775600,81032,22:54:35,23:08:35,2023-10-09,2023-10-09,14,3.02,Slightly Delayed,Traffic
3624810422,83193,01:25:44,01:29:44,2024-08-10,2024-08-10,4,1.05,On Time,Traffic
4740213452,85085,12:49:12,13:01:12,2024-02-22,2024-02-22,12,2.62,Slightly Delayed,Traffic
3825468344,35824,08:19:44,08:21:44,2023-04-09,2023-04-09,2,4.66,On Time,Traffic
902245665,25868,08:28:01,08:26:01,2024-08-08,2024-08-08,-2,1.57,On Time,
6874299189,38460,11:45:32,11:48:32,2023-08-14,2023-08-14,3,4.85,On Time,Traffic
1127125313,81996,19:36:22,19:45:22,2023-12-15,2023-12-15,9,3.32,Slightly Delayed,Traffic
3606548818,90473,05:08:09,05:10:09,2023-05-12,2023-05-12,2,4.0,On Time,Traffic
5750044154,71543,22:50:01,23:01:01,2024-09-16,2024-09-16,11,2.04,Slightly Delayed,Traffic
3872847781,45099,20:55:34,20:53:34,2023-09-16,2023-09-16,-2,3.03,On Time,
5939554684,71726,16:47:08,16:51:08,2023-06-11,2023-06-11,4,1.97,On Time,Traffic
676412814,88453,03:45:27,03:45:27,2024-07-26,2024-07-26,0,3.44,On Time,
4248390724,49698,20:35:51,20:44:51,2023-08-22,2023-08-22,9,2.98,Slightly Delayed,Traffic
8938687150,99357,06:35:28,06:30:28,2023-04-25,2023-04-25,-5,2.03,On Time,
7898867047,51564,15:31:52,15:38:52,2023-05-03,2023-05-03,7,3.91,Slightly Delayed,Traffic
2142065357,1749,08:04:34,08:04:34,2024-01-27,2024-01-27,0,2.63,On Time,
9024719693,96400,19:40:30,19:41:30,2024-06-06,2024-06-06,1,2.56,On Time,Traffic
8976616698,46211,03:36:08,03:38:08,2023-08-23,2023-08-23,2,2.97,On Time,Traffic
8792586840,44722,15:26:28,15:29:28,2023-06-14,2023-06-14,3,4.87,On Time,Traffic
5375387413,53977,23:42:41,23:44:41,2023-04-04,2023-04-04,2,1.63,On Time,Traffic
4252164097,11104,07:16:17,07:24:17,2023-09-28,2023-09-28,8,4.88,Slightly Delayed,Traffic
8423273411,81864,23:24:33,23:24:33,2023-05-23,2023-05-23,0,1.77,On Time,
2551179741,50120,02:29:31,02:43:31,2024-04-10,2024-04-10,14,2.62,Slightly Delayed,Traffic
227511348,90637,16:01:56,16:02:56,2024-08-01,2024-08-01,1,0.84,On Time,Traffic
4434464045,84509,00:21:24,00:21:24,2023-09-22,2023-09-22,0,1.19,On Time,
7041011843,79645,01:03:34,01:03:34,2024-02-06,2024-02-06,0,3.37,On Time,
6510283268,59772,01:57:22,01:55:22,2024-06-12,2024-06-12,-2,4.4,On Time,
6853654698,57378,11:36:58,11:41:58,2023-08-06,2023-08-06,5,1.16,On Time,Traffic
9338996795,85003,18:40:36,18:38:36,2024-01-09,2024-01-09,-2,4.45,On Time,
7346145952,32434,19:37:44,19:33:44,2024-03-12,2024-03-12,-4,0.76,On Time,
6497069610,80825,17:32:57,17:34:57,2024-04-10,2024-04-10,2,1.13,On Time,Traffic
1741402363,29182,11:29:45,11:31:45,2024-06-12,2024-06-12,2,1.4,On Time,Traffic
4825878367,96209,14:23:11,14:23:11,2024-10-07,2024-10-07,0,4.4,On Time,
7019011442,15863,19:54:42,19:50:42,2023-06-30,2023-06-30,-4,2.49,On Time,
1674463798,17663,13:43:34,13:49:34,2024-09-21,2024-09-21,6,0.99,Slightly Delayed,Traffic
305684588,70029,19:56:28,20:12:28,2024-08-25,2024-08-25,16,4.53,Significantly Delayed,Traffic
5967495442,7004,15:36:29,15:47:29,2024-07-18,2024-07-18,11,1.54,Slightly Delayed,Traffic
2571047526,45704,00:30:51,00:25:51,2023-06-19,2023-06-19,-5,2.29,On Time,
7784811086,83254,06:26:07,06:50:07,2024-09-07,2024-09-07,24,1.07,Significantly Delayed,Traffic
7942005230,44185,08:31:32,08:41:32,2023-03-25,2023-03-25,10,2.99,Slightly Delayed,Traffic
6653543195,68173,15:09:44,15:20:44,2023-09-15,2023-09-15,11,2.42,Slightly Delayed,Traffic
397928918,80520,04:13:21,04:28:21,2024-09-14,2024-09-14,15,4.32,Slightly Delayed,Traffic
776120140,28491,04:03:53,04:19:53,2023-11-12,2023-11-12,16,2.58,Significantly Delayed,Traffic
8293188779,71056,10:08:02,10:06:02,2024-10-16,2024-10-16,-2,2.18,On Time,
178737268,66743,20:05:44,20:04:44,2023-06-18,2023-06-18,-1,3.03,On Time,
5246598523,67554,17:04:33,17:30:33,2023-11-22,2023-11-22,26,2.03,Significantly Delayed,Traffic
1172544737,27338,07:46:36,07:56:36,2023-11-24,2023-11-24,10,4.9,Slightly Delayed,Traffic
6419533291,32799,05:15:16,05:17:16,2023-07-28,2023-07-28,2,1.37,On Time,Traffic
882083749,42317,13:09:28,13:13:28,2023-06-18,2023-06-18,4,3.82,On Time,Traffic
3185510401,60744,00:36:10,00:40:10,2024-10-14,2024-10-14,4,2.04,On Time,Traffic
7760767006,88497,12:19:44,12:14:44,2023-08-19,2023-08-19,-5,2.21,On Time,
3833878150,27906,19:07:35,19:33:35,2024-06-23,2024-06-23,26,3.31,Significantly Delayed,Traffic
369899578,85235,14:31:49,14:32:49,2023-08-19,2023-08-19,1,2.12,On Time,Traffic
1944466212,77615,14:21:49,14:20:49,2024-09-09,2024-09-09,-1,4.02,On Time,
4064447117,36940,22:34:59,22:53:59,2024-02-25,2024-02-25,19,4.11,Significantly Delayed,Traffic
1553685597,246,00:43:04,01:13:04,2024-10-28,2024-10-28,30,2.21,Significantly Delayed,Traffic
3682284811,10177,21:13:10,21:10:10,2024-07-18,2024-07-18,-3,1.6,On Time,
291439357,8626,02:30:39,02:33:39,2023-04-11,2023-04-11,3,4.33,On Time,Traffic
8285784194,72635,15:57:01,15:59:01,2024-09-30,2024-09-30,2,1.17,On Time,Traffic
5058742647,25730,23:51:30,23:55:30,2024-09-17,2024-09-17,4,0.93,On Time,Traffic
6917020296,41276,22:00:57,22:03:57,2024-07-10,2024-07-10,3,4.71,On Time,Traffic
6671181961,46269,05:49:23,05:51:23,2023-10-13,2023-10-13,2,4.07,On Time,Traffic
5123439997,55720,19:13:33,19:15:33,2024-02-15,2024-02-15,2,0.93,On Time,Traffic
8510183245,94891,21:07:57,21:02:57,2024-10-01,2024-10-01,-5,4.02,On Time,
6081384585,96881,04:19:00,04:20:00,2024-03-04,2024-03-04,1,0.74,On Time,Traffic
4423613746,1185,18:11:35,18:20:35,2023-08-27,2023-08-27,9,1.54,Slightly Delayed,Traffic
1530472691,7489,14:35:38,14:46:38,2024-08-09,2024-08-09,11,3.45,Slightly Delayed,Traffic
7009303199,72585,10:51:03,10:59:03,2024-02-25,2024-02-25,8,0.72,Slightly Delayed,Traffic
5386652055,4038,15:40:06,15:47:06,2024-04-16,2024-04-16,7,3.92,Slightly Delayed,Traffic
4413239746,21923,07:41:44,07:54:44,2023-04-10,2023-04-10,13,4.76,Slightly Delayed,Traffic
4988875078,3617,16:02:57,16:16:57,2023-07-23,2023-07-23,14,2.9,Slightly Delayed,Traffic
1617565217,5577,13:03:43,13:02:43,2024-06-01,2024-06-01,-1,1.3,On Time,
392038758,62825,18:50:20,18:58:20,2024-07-23,2024-07-23,8,1.35,Slightly Delayed,Traffic
1828727552,92001,14:51:53,14:54:53,2024-03-26,2024-03-26,3,2.35,On Time,Traffic
7119397338,39725,23:10:36,23:13:36,2024-10-28,2024-10-28,3,0.5,On Time,Traffic
2611271708,54792,05:44:58,05:47:58,2024-04-26,2024-04-26,3,1.02,On Time,Traffic
7162509481,20373,01:11:37,01:06:37,2024-10-17,2024-10-17,-5,2.82,On Time,
131913576,27197,03:10:39,03:12:39,2023-10-17,2023-10-17,2,0.76,On Time,Traffic
6627201490,31046,15:06:32,15:17:32,2023-12-10,2023-12-10,11,3.58,Slightly Delayed,Traffic
4644950813,2614,09:22:19,09:27:19,2023-08-21,2023-08-21,5,1.44,On Time,Traffic
9434934993,95990,07:26:04,07:39:04,2024-08-09,2024-08-09,13,3.81,Slightly Delayed,Traffic
2556317798,76160,04:05:55,04:03:55,2023-09-14,2023-09-14,-2,4.01,On Time,
2826150539,19554,10:42:11,10:47:11,2023-11-05,2023-11-05,5,3.16,On Time,Traffic
4283803308,29754,04:28:17,04:32:17,2023-12-08,2023-12-08,4,2.2,On Time,Traffic
6873424093,61533,23:28:46,23:29:46,2024-02-10,2024-02-10,1,2.72,On Time,Traffic
4741294126,84476,08:37:06,08:38:06,2024-09-05,2024-09-05,1,1.18,On Time,Traffic
4967241271,73253,22:55:20,22:56:20,2023-05-03,2023-05-03,1,4.29,On Time,Traffic
9554079946,90188,10:10:12,10:10:12,2023-12-23,2023-12-23,0,1.05,On Time,
4601205399,36629,20:34:51,20:39:51,2023-07-14,2023-07-14,5,1.75,On Time,Traffic
5633967304,93942,19:33:01,19:48:01,2024-01-30,2024-01-30,15,3.63,Slightly Delayed,Traffic
4168163237,32090,00:44:47,00:56:47,2023-07-06,2023-07-06,12,2.18,Slightly Delayed,Traffic
5924297360,50579,22:12:31,22:27:31,2024-09-09,2024-09-09,15,3.57,Slightly Delayed,Traffic
2120299901,35726,09:45:04,09:41:04,2024-06-12,2024-06-12,-4,2.67,On Time,
1070876534,14388,19:12:21,19:08:21,2024-02-21,2024-02-21,-4,0.64,On Time,
7032280048,41473,22:32:31,22:35:31,2023-09-15,2023-09-15,3,0.5,On Time,Traffic
156346853,16610,09:13:22,09:28:22,2023-03-30,2023-03-30,15,1.43,Slightly Delayed,Traffic
6873267326,63685,08:03:23,08:11:23,2024-02-10,2024-02-10,8,3.17,Slightly Delayed,Traffic
1370661468,83004,02:20:46,02:24:46,2023-09-27,2023-09-27,4,3.11,On Time,Traffic
3612128358,63526,23:29:39,23:28:39,2024-04-24,2024-04-24,-1,2.81,On Time,
1736953222,46700,14:11:30,14:21:30,2024-02-18,2024-02-18,10,4.92,Slightly Delayed,Traffic
9107923488,22157,05:07:01,05:11:01,2023-11-20,2023-11-20,4,4.98,On Time,Traffic
4378877600,31527,11:29:25,11:43:25,2023-11-27,2023-11-27,14,0.94,Slightly Delayed,Traffic
3232762361,89153,15:47:05,15:45:05,2023-07-24,2023-07-24,-2,3.74,On Time,
1831641377,48691,04:29:41,04:39:41,2024-03-19,2024-03-19,10,4.35,Slightly Delayed,Traffic
562428866,47688,19:46:17,20:00:17,2023-04-17,2023-04-17,14,3.8,Slightly Delayed,Traffic
4607715908,22498,23:03:27,23:10:27,2024-08-24,2024-08-24,7,2.31,Slightly Delayed,Traffic
4804575203,32008,21:56:41,22:19:41,2023-05-23,2023-05-23,23,2.47,Significantly Delayed,Traffic
8287234948,4824,08:01:35,08:04:35,2024-10-07,2024-10-07,3,1.92,On Time,Traffic
6074452586,11946,08:46:26,08:50:26,2023-09-01,2023-09-01,4,2.12,On Time,Traffic
6821790656,64612,13:22:35,13:23:35,2024-08-03,2024-08-03,1,3.92,On Time,Traffic
7821942520,11136,00:12:16,00:13:16,2024-02-13,2024-02-13,1,2.62,On Time,Traffic
3012496270,96443,04:04:57,04:04:57,2023-04-06,2023-04-06,0,4.62,On Time,
8980370750,29273,15:04:03,15:05:03,2023-09-15,2023-09-15,1,2.34,On Time,Traffic
6535672015,91217,08:55:49,09:00:49,2023-05-05,2023-05-05,5,3.94,On Time,Traffic
6999060704,29169,16:11:23,16:18:23,2023-04-28,2023-04-28,7,4.34,Slightly Delayed,Traffic
9403732731,97526,16:03:08,16:07:08,2024-05-26,2024-05-26,4,4.7,On Time,Traffic
5649255352,42987,23:50:54,23:52:54,2024-10-30,2024-10-30,2,1.79,On Time,Traffic
5034409841,71481,03:32:51,03:50:51,2023-08-15,2023-08-15,18,1.76,Significantly Delayed,Traffic
9072111617,7933,22:30:56,22:27:56,2024-09-15,2024-09-15,-3,0.69,On Time,
9556880451,26471,11:39:54,11:34:54,2023-10-08,2023-10-08,-5,0.88,On Time,
4602796463,15486,05:39:17,05:44:17,2024-09-12,2024-09-12,5,4.75,On Time,Traffic
6061353924,5451,22:26:37,22:23:37,2024-03-03,2024-03-03,-3,2.47,On Time,
4366519080,71938,18:10:41,18:06:41,2023-05-29,2023-05-29,-4,4.15,On Time,
1324817141,88990,22:14:37,22:12:37,2023-08-17,2023-08-17,-2,3.53,On Time,
5419080144,87381,16:59:12,16:54:12,2024-11-01,2024-11-01,-5,3.05,On Time,
8813470284,39091,05:35:34,05:30:34,2024-01-04,2024-01-04,-5,3.15,On Time,
3182992799,26718,14:12:00,14:25:00,2023-10-18,2023-10-18,13,4.56,Slightly Delayed,Traffic
7792996715,57039,15:14:47,15:09:47,2024-01-03,2024-01-03,-5,4.66,On Time,
6962624734,32296,09:12:43,09:17:43,2023-04-27,2023-04-27,5,1.69,On Time,Traffic
5948662456,39614,18:45:14,18:47:14,2023-06-29,2023-06-29,2,0.64,On Time,Traffic
3395675979,8303,16:10:50,16:07:50,2023-06-10,2023-06-10,-3,2.55,On Time,
7550368787,25992,18:05:47,18:17:47,2023-12-30,2023-12-30,12,4.12,Slightly Delayed,Traffic
8357671697,16324,00:56:08,00:55:08,2024-04-14,2024-04-14,-1,1.14,On Time,
9600704922,40938,12:51:56,12:50:56,2023-11-13,2023-11-13,-1,4.99,On Time,
9915229426,7428,02:57:57,02:57:57,2024-02-03,2024-02-03,0,1.69,On Time,
9927474026,85439,04:20:24,04:33:24,2023-03-28,2023-03-28,13,0.9,Slightly Delayed,Traffic
6310535397,8620,18:03:19,18:03:19,2023-05-26,2023-05-26,0,3.54,On Time,
8045941430,43620,15:22:03,15:22:03,2023-05-24,2023-05-24,0,0.64,On Time,
4390394582,97518,11:38:29,11:38:29,2024-11-02,2024-11-02,0,4.85,On Time,
5062545226,54305,04:36:44,04:33:44,2023-11-28,2023-11-28,-3,1.59,On Time,
2836701831,84057,14:27:45,14:31:45,2024-06-13,2024-06-13,4,1.63,On Time,Traffic
4115492281,99505,01:51:47,01:52:47,2024-01-07,2024-01-07,1,2.16,On Time,Traffic
3554645781,64263,15:15:42,15:24:42,2024-04-25,2024-04-25,9,3.43,Slightly Delayed,Traffic
3983605701,58335,12:43:20,12:52:20,2024-01-27,2024-01-27,9,2.75,Slightly Delayed,Traffic
8581516385,29947,19:49:41,19:49:41,2023-12-14,2023-12-14,0,2.41,On Time,
8290229112,29611,05:19:27,05:16:27,2024-03-09,2024-03-09,-3,2.06,On Time,
1195560119,6698,17:33:14,17:36:14,2023-04-03,2023-04-03,3,1.79,On Time,Traffic
5077327994,93285,20:26:55,20:23:55,2023-08-01,2023-08-01,-3,4.36,On Time,
2945185661,6710,12:20:20,12:18:20,2023-07-09,2023-07-09,-2,2.76,On Time,
3951005873,73170,15:14:55,15:09:55,2024-10-03,2024-10-03,-5,4.02,On Time,
3490816523,16914,20:28:17,20:43:17,2024-01-27,2024-01-27,15,4.88,Slightly Delayed,Traffic
6739114301,10714,18:26:22,18:28:22,2023-03-26,2023-03-26,2,1.42,On Time,Traffic
5728818155,40143,01:10:05,01:18:05,2023-11-03,2023-11-03,8,1.82,Slightly Delayed,Traffic
7713651693,17257,02:11:01,02:16:01,2023-08-07,2023-08-07,5,4.26,On Time,Traffic
5452048621,51769,15:28:22,15:43:22,2024-10-22,2024-10-22,15,1.74,Slightly Delayed,Traffic
2297027645,67885,21:16:49,21:11:49,2024-04-17,2024-04-17,-5,2.68,On Time,
2438302298,96633,00:18:48,00:33:48,2023-04-24,2023-04-24,15,2.07,Slightly Delayed,Traffic
578811216,5169,10:37:42,10:55:42,2024-06-18,2024-06-18,18,0.57,Significantly Delayed,Traffic
8684710720,45070,02:37:31,02:36:31,2023-09-12,2023-09-12,-1,3.27,On Time,
1249797614,18282,18:43:11,18:44:11,2024-06-27,2024-06-27,1,4.91,On Time,Traffic
8013026217,53586,12:41:23,12:41:23,2023-03-21,2023-03-21,0,2.31,On Time,
5421697986,87496,02:45:40,02:49:40,2023-05-26,2023-05-26,4,4.2,On Time,Traffic
8922741261,48378,00:53:08,00:54:08,2024-08-11,2024-08-11,1,2.01,On Time,Traffic
3441102335,47299,00:39:33,00:39:33,2023-11-04,2023-11-04,0,1.66,On Time,
6065607924,13007,08:33:44,08:32:44,2024-05-08,2024-05-08,-1,2.71,On Time,
5153395650,19704,15:34:35,15:38:35,2023-03-23,2023-03-23,4,4.12,On Time,Traffic
2215235447,26672,17:25:09,17:21:09,2024-09-16,2024-09-16,-4,3.74,On Time,
5678676134,90181,15:50:00,15:46:00,2024-09-21,2024-09-21,-4,4.35,On Time,
5045588926,32917,16:23:56,16:24:56,2023-07-04,2023-07-04,1,2.76,On Time,Traffic
1677502866,1304,08:46:32,08:43:32,2024-01-18,2024-01-18,-3,2.08,On Time,
4777610024,34722,03:47:47,03:57:47,2024-05-25,2024-05-25,10,1.04,Slightly Delayed,Traffic
477350788,87,05:18:47,05:13:47,2023-10-12,2023-10-12,-5,1.37,On Time,
4616699342,34959,07:39:57,07:35:57,2023-04-16,2023-04-16,-4,2.98,On Time,
8849914077,91680,00:18:27,00:17:27,2024-01-30,2024-01-30,-1,4.75,On Time,
9183435457,11473,00:07:41,00:03:41,2024-10-22,2024-10-22,-4,0.97,On Time,
6922646336,26070,00:02:44,00:05:44,2023-06-24,2023-06-24,3,3.81,On Time,Traffic
3228806806,4696,08:31:20,08:54:20,2023-06-29,2023-06-29,23,3.64,Significantly Delayed,Traffic
4893095476,71356,21:24:49,21:36:49,2024-10-04,2024-10-04,12,0.74,Slightly Delayed,Traffic
7773468233,3584,08:28:49,08:30:49,2023-10-05,2023-10-05,2,1.17,On Time,Traffic
5928657526,91083,12:48:49,12:49:49,2023-10-14,2023-10-14,1,4.07,On Time,Traffic
4435936422,84583,19:59:39,19:58:39,2023-12-01,2023-12-01,-1,4.98,On Time,
6031122324,85429,15:38:20,15:39:20,2024-06-25,2024-06-25,1,2.0,On Time,Traffic
