product_id,date,stock_received,damaged_stock
712307,19/08/2023,3,2
962054,19/08/2023,0,2
378676,19/08/2023,4,0
890232,19/08/2023,3,0
365132,19/08/2023,3,0
689769,19/08/2023,0,2
305754,19/08/2023,4,0
491314,19/08/2023,0,2
33955,19/08/2023,4,2
470449,19/08/2023,4,0
606256,19/08/2023,0,2
187399,19/08/2023,4,0
925482,19/08/2023,4,0
611575,19/08/2023,0,2
306177,19/08/2023,4,0
272170,19/08/2023,3,2
487931,19/08/2023,0,2
901144,19/08/2023,0,2
764014,19/08/2023,3,2
53833,19/08/2023,4,2
876139,19/08/2023,1,0
903336,19/08/2023,0,2
120532,19/08/2023,0,2
945635,19/08/2023,3,0
937542,19/08/2023,3,0
490602,19/08/2023,3,2
679865,19/08/2023,4,2
317242,19/08/2023,3,0
644847,19/08/2023,0,2
327290,19/08/2023,1,0
807452,19/08/2023,4,0
461804,19/08/2023,3,0
18035,19/08/2023,3,0
435929,19/08/2023,1,2
455755,19/08/2023,3,2
336847,19/08/2023,0,2
144124,19/08/2023,4,0
589812,19/08/2023,1,2
677542,19/08/2023,3,2
604184,19/08/2023,3,2
697683,19/08/2023,3,2
894539,19/08/2023,0,2
739534,19/08/2023,4,0
897083,19/08/2023,3,0
365133,19/08/2023,4,0
133542,19/08/2023,4,0
767398,19/08/2023,0,2
863930,19/08/2023,0,2
112390,19/08/2023,4,0
647462,19/08/2023,0,2
753354,19/08/2023,0,2
803607,19/08/2023,4,0
140489,19/08/2023,0,2
859361,19/08/2023,3,0
492958,19/08/2023,4,0
63769,19/08/2023,1,0
784827,19/08/2023,1,0
853932,19/08/2023,0,2
820973,19/08/2023,3,2
433521,19/08/2023,0,2
927651,19/08/2023,3,2
4452,19/08/2023,0,2
82484,19/08/2023,3,0
707935,19/08/2023,0,2
942001,19/08/2023,0,2
120385,19/08/2023,4,0
52729,19/08/2023,3,2
243235,19/08/2023,0,2
564692,19/08/2023,0,2
256783,19/08/2023,3,2
913428,19/08/2023,3,0
726958,19/08/2023,4,0
642612,19/08/2023,4,0
613942,19/08/2023,1,0
784673,19/08/2023,3,0
760828,19/08/2023,3,0
723678,19/08/2023,3,2
274207,19/08/2023,3,2
992178,19/08/2023,3,2
56589,19/08/2023,3,0
33797,19/08/2023,3,2
123983,19/08/2023,4,0
298985,19/08/2023,4,0
444361,19/08/2023,4,0
240179,19/08/2023,3,0
114414,19/08/2023,1,0
153019,20/08/2023,1,2
11422,20/08/2023,1,0
669378,20/08/2023,3,0
848226,20/08/2023,0,2
890623,20/08/2023,0,2
222892,20/08/2023,0,2
516376,20/08/2023,0,2
34186,20/08/2023,0,2
478531,20/08/2023,1,0
818990,20/08/2023,0,2
14145,20/08/2023,0,2
847349,20/08/2023,0,2
871592,20/08/2023,4,0
284460,20/08/2023,0,2
473929,20/08/2023,1,0
77308,20/08/2023,3,0
552883,20/08/2023,3,2
952124,20/08/2023,0,2
397973,20/08/2023,4,0
146840,20/08/2023,0,2
89084,20/08/2023,3,2
888807,20/08/2023,0,2
136533,20/08/2023,3,2
714999,20/08/2023,0,2
382511,20/08/2023,4,2
15314,20/08/2023,0,2
880510,20/08/2023,0,2
41853,20/08/2023,1,0
500633,20/08/2023,4,0
799952,20/08/2023,3,0
329351,20/08/2023,3,0
324809,20/08/2023,0,2
659290,20/08/2023,0,2
883013,20/08/2023,4,2
455083,20/08/2023,4,0
183929,20/08/2023,4,2
592784,20/08/2023,0,2
578097,20/08/2023,0,2
487065,20/08/2023,4,0
690565,20/08/2023,4,0
961614,20/08/2023,4,0
563740,20/08/2023,1,0
762527,20/08/2023,0,2
952168,20/08/2023,0,2
542300,20/08/2023,0,2
491521,20/08/2023,4,0
991434,20/08/2023,0,2
540618,20/08/2023,4,0
962591,20/08/2023,0,2
107548,20/08/2023,0,2
687218,20/08/2023,0,2
194682,20/08/2023,0,2
681063,20/08/2023,4,2
679321,20/08/2023,4,0
300159,20/08/2023,4,2
378287,20/08/2023,1,0
667163,20/08/2023,3,2
228286,20/08/2023,0,2
712307,20/08/2023,0,2
513199,20/08/2023,3,0
378676,20/08/2023,0,2
890232,20/08/2023,3,2
305754,20/08/2023,0,2
398340,20/08/2023,0,2
470449,20/08/2023,3,0
954722,20/08/2023,0,2
925482,20/08/2023,0,2
611575,20/08/2023,0,2
721521,20/08/2023,3,2
876139,20/08/2023,0,2
903336,20/08/2023,4,0
120532,20/08/2023,0,2
945635,20/08/2023,3,0
760684,20/08/2023,1,0
354409,20/08/2023,3,0
937542,20/08/2023,1,0
490602,20/08/2023,1,2
131136,20/08/2023,0,2
644847,20/08/2023,4,0
807452,20/08/2023,3,0
461804,20/08/2023,0,2
36412,20/08/2023,0,2
18035,20/08/2023,1,0
91670,20/08/2023,0,2
144124,20/08/2023,4,0
747801,20/08/2023,0,2
589812,20/08/2023,1,0
677542,20/08/2023,1,2
604184,20/08/2023,3,0
697683,20/08/2023,3,0
894539,20/08/2023,4,2
739448,20/08/2023,4,0
700048,20/08/2023,0,2
863930,20/08/2023,0,2
385113,20/08/2023,0,2
490939,20/08/2023,3,0
803607,20/08/2023,3,0
140489,20/08/2023,3,0
859361,20/08/2023,1,2
492958,20/08/2023,0,2
684939,20/08/2023,0,2
219598,20/08/2023,3,2
140154,20/08/2023,1,0
366066,20/08/2023,0,2
600767,20/08/2023,3,0
784827,20/08/2023,1,2
51036,20/08/2023,0,2
367391,20/08/2023,4,2
927651,20/08/2023,3,0
4452,20/08/2023,3,0
440875,20/08/2023,0,2
432617,20/08/2023,3,0
57405,20/08/2023,0,2
942001,20/08/2023,0,2
585299,20/08/2023,3,2
120385,20/08/2023,4,2
661577,20/08/2023,3,2
373536,20/08/2023,4,0
537274,20/08/2023,4,0
760828,20/08/2023,4,0
723678,20/08/2023,0,2
677169,20/08/2023,3,0
706112,20/08/2023,3,0
837480,20/08/2023,3,2
566052,20/08/2023,3,0
264803,20/08/2023,4,0
851978,20/08/2023,3,0
56589,20/08/2023,3,0
33797,20/08/2023,0,2
298985,20/08/2023,3,0
679284,20/08/2023,0,2
240179,20/08/2023,0,2
673058,20/08/2023,0,2
114414,20/08/2023,0,2
11422,21/08/2023,3,2
890623,21/08/2023,0,2
812607,21/08/2023,3,0
818990,21/08/2023,4,0
77308,21/08/2023,3,0
952124,21/08/2023,0,2
376447,21/08/2023,4,2
146840,21/08/2023,4,0
888807,21/08/2023,3,0
136533,21/08/2023,4,0
714999,21/08/2023,0,2
67197,21/08/2023,3,0
880510,21/08/2023,0,2
41853,21/08/2023,4,0
891833,21/08/2023,4,0
500739,21/08/2023,0,2
500633,21/08/2023,3,0
833557,21/08/2023,3,0
324809,21/08/2023,1,0
337168,21/08/2023,0,2
455083,21/08/2023,0,2
578097,21/08/2023,0,2
487065,21/08/2023,3,2
734789,21/08/2023,0,2
949818,21/08/2023,4,0
961614,21/08/2023,3,0
361361,21/08/2023,0,2
563740,21/08/2023,1,0
378230,21/08/2023,3,0
658389,21/08/2023,4,0
762527,21/08/2023,1,0
542300,21/08/2023,1,0
602241,21/08/2023,3,0
587420,21/08/2023,4,0
914071,21/08/2023,0,2
567671,21/08/2023,0,2
319388,21/08/2023,4,0
171602,21/08/2023,3,0
60619,21/08/2023,3,2
687218,21/08/2023,3,0
194682,21/08/2023,3,0
681063,21/08/2023,0,2
300159,21/08/2023,0,2
561860,21/08/2023,0,2
712003,21/08/2023,3,0
712307,21/08/2023,3,0
513199,21/08/2023,0,2
378676,21/08/2023,0,2
890232,21/08/2023,3,0
969851,21/08/2023,4,0
33955,21/08/2023,4,0
954722,21/08/2023,3,2
606256,21/08/2023,0,2
925482,21/08/2023,0,2
611575,21/08/2023,3,0
621677,21/08/2023,0,2
306177,21/08/2023,3,0
272170,21/08/2023,4,0
692985,21/08/2023,3,0
487931,21/08/2023,0,2
876139,21/08/2023,4,0
903336,21/08/2023,3,0
120532,21/08/2023,3,0
760684,21/08/2023,4,0
354409,21/08/2023,4,0
937542,21/08/2023,1,0
490602,21/08/2023,4,0
287070,21/08/2023,3,0
327290,21/08/2023,1,2
807452,21/08/2023,3,2
461804,21/08/2023,0,2
36412,21/08/2023,0,2
94225,21/08/2023,0,2
435929,21/08/2023,0,2
820541,21/08/2023,3,0
552496,21/08/2023,0,2
455755,21/08/2023,0,2
589812,21/08/2023,3,2
677542,21/08/2023,3,0
697683,21/08/2023,3,0
968887,21/08/2023,0,2
739448,21/08/2023,4,0
700048,21/08/2023,0,2
897083,21/08/2023,4,2
365133,21/08/2023,4,0
385113,21/08/2023,3,0
112390,21/08/2023,0,2
34200,21/08/2023,4,0
753354,21/08/2023,3,0
490939,21/08/2023,4,0
124290,21/08/2023,0,2
859361,21/08/2023,3,0
219598,21/08/2023,0,2
140154,21/08/2023,3,2
449106,21/08/2023,3,0
256051,21/08/2023,3,2
615545,21/08/2023,4,2
366066,21/08/2023,3,0
784827,21/08/2023,3,0
970529,21/08/2023,4,0
820973,21/08/2023,3,0
433521,21/08/2023,3,0
4452,21/08/2023,3,0
82484,21/08/2023,0,2
432617,21/08/2023,3,0
57405,21/08/2023,3,0
707935,21/08/2023,3,0
942001,21/08/2023,3,0
585299,21/08/2023,3,0
52729,21/08/2023,0,2
373536,21/08/2023,3,2
243235,21/08/2023,3,0
564692,21/08/2023,0,2
256783,21/08/2023,3,2
537274,21/08/2023,0,2
525531,21/08/2023,4,0
757274,21/08/2023,0,2
784673,21/08/2023,1,0
425341,21/08/2023,0,2
771228,21/08/2023,3,0
760828,21/08/2023,3,0
451812,21/08/2023,4,2
837480,21/08/2023,4,0
137909,21/08/2023,3,2
799459,21/08/2023,0,2
264803,21/08/2023,0,2
56589,21/08/2023,0,2
26060,21/08/2023,3,0
33797,21/08/2023,3,2
237083,21/08/2023,4,0
298985,21/08/2023,0,2
444361,21/08/2023,0,2
679284,21/08/2023,3,0
673058,21/08/2023,0,2
114414,21/08/2023,3,0
153019,22/08/2023,0,2
848226,22/08/2023,4,0
890623,22/08/2023,3,0
965755,22/08/2023,4,0
478531,22/08/2023,3,0
812607,22/08/2023,1,0
818990,22/08/2023,0,2
14145,22/08/2023,0,2
349294,22/08/2023,0,2
847349,22/08/2023,0,2
77308,22/08/2023,1,0
552883,22/08/2023,0,2
818522,22/08/2023,4,0
376447,22/08/2023,1,2
217710,22/08/2023,4,2
382511,22/08/2023,3,0
41853,22/08/2023,3,2
741341,22/08/2023,0,2
500739,22/08/2023,3,0
500633,22/08/2023,3,2
833557,22/08/2023,4,0
324809,22/08/2023,3,0
337168,22/08/2023,1,0
883013,22/08/2023,0,2
839170,22/08/2023,4,0
578097,22/08/2023,0,2
734789,22/08/2023,3,0
949818,22/08/2023,4,0
690565,22/08/2023,3,0
291238,22/08/2023,0,2
313754,22/08/2023,4,0
378230,22/08/2023,3,0
990993,22/08/2023,0,2
952168,22/08/2023,3,2
542300,22/08/2023,0,2
587420,22/08/2023,4,0
914071,22/08/2023,3,0
991434,22/08/2023,4,2
540618,22/08/2023,1,0
171602,22/08/2023,1,0
107548,22/08/2023,0,2
687218,22/08/2023,3,0
681063,22/08/2023,3,2
679321,22/08/2023,4,2
300159,22/08/2023,3,0
667163,22/08/2023,0,2
228286,22/08/2023,1,0
513199,22/08/2023,0,2
378676,22/08/2023,0,2
689769,22/08/2023,0,2
969851,22/08/2023,3,2
398340,22/08/2023,1,0
33955,22/08/2023,3,0
470449,22/08/2023,3,0
954722,22/08/2023,0,2
131937,22/08/2023,0,2
606256,22/08/2023,4,0
621677,22/08/2023,0,2
487931,22/08/2023,4,2
903336,22/08/2023,0,2
120532,22/08/2023,4,0
945635,22/08/2023,3,0
760684,22/08/2023,0,2
354409,22/08/2023,0,2
490602,22/08/2023,4,0
317242,22/08/2023,1,0
327290,22/08/2023,1,0
993331,22/08/2023,4,2
36412,22/08/2023,4,0
94225,22/08/2023,0,2
704868,22/08/2023,4,0
435929,22/08/2023,0,2
820541,22/08/2023,0,2
455755,22/08/2023,0,2
91670,22/08/2023,4,2
336847,22/08/2023,3,0
144124,22/08/2023,4,0
589812,22/08/2023,1,2
677542,22/08/2023,3,0
604184,22/08/2023,0,2
697683,22/08/2023,1,2
894539,22/08/2023,3,0
739534,22/08/2023,0,2
365133,22/08/2023,0,2
767398,22/08/2023,4,0
385113,22/08/2023,3,0
34200,22/08/2023,0,2
490939,22/08/2023,3,0
803607,22/08/2023,3,0
124290,22/08/2023,3,0
799688,22/08/2023,3,0
859361,22/08/2023,1,0
492958,22/08/2023,4,2
684939,22/08/2023,0,2
600767,22/08/2023,0,2
6405,22/08/2023,3,0
970529,22/08/2023,0,2
51036,22/08/2023,0,2
820973,22/08/2023,3,0
433521,22/08/2023,1,2
440875,22/08/2023,0,2
432617,22/08/2023,3,0
953175,22/08/2023,3,2
942001,22/08/2023,3,0
120385,22/08/2023,0,2
951463,22/08/2023,0,2
243235,22/08/2023,3,2
537274,22/08/2023,0,2
525531,22/08/2023,3,0
913428,22/08/2023,0,2
642612,22/08/2023,4,0
425341,22/08/2023,0,2
760828,22/08/2023,3,0
451812,22/08/2023,3,0
706112,22/08/2023,0,2
557908,22/08/2023,0,2
837480,22/08/2023,3,0
566052,22/08/2023,1,0
137909,22/08/2023,3,2
799459,22/08/2023,4,0
264803,22/08/2023,0,2
56589,22/08/2023,3,0
26060,22/08/2023,0,2
444361,22/08/2023,3,2
679284,22/08/2023,4,2
240179,22/08/2023,0,2
11422,23/08/2023,3,0
848226,23/08/2023,0,2
890623,23/08/2023,4,0
516376,23/08/2023,0,2
196719,23/08/2023,0,2
812607,23/08/2023,0,2
14145,23/08/2023,0,2
871592,23/08/2023,3,0
284460,23/08/2023,3,0
473929,23/08/2023,4,2
77308,23/08/2023,3,0
555121,23/08/2023,4,0
818522,23/08/2023,4,0
462526,23/08/2023,4,0
146840,23/08/2023,1,0
89084,23/08/2023,0,2
888807,23/08/2023,4,2
15314,23/08/2023,0,2
41853,23/08/2023,3,2
257719,23/08/2023,4,2
741341,23/08/2023,3,2
500739,23/08/2023,3,2
799952,23/08/2023,0,2
324809,23/08/2023,4,0
337168,23/08/2023,0,2
659290,23/08/2023,3,0
839170,23/08/2023,0,2
455083,23/08/2023,1,0
183929,23/08/2023,4,0
592784,23/08/2023,4,0
578097,23/08/2023,0,2
487065,23/08/2023,0,2
949818,23/08/2023,4,0
291238,23/08/2023,0,2
313754,23/08/2023,1,0
990993,23/08/2023,0,2
542300,23/08/2023,0,2
587420,23/08/2023,0,2
914071,23/08/2023,0,2
832348,23/08/2023,0,2
540618,23/08/2023,0,2
319388,23/08/2023,0,2
107548,23/08/2023,3,0
194682,23/08/2023,3,0
681063,23/08/2023,0,2
679321,23/08/2023,3,0
118820,23/08/2023,1,0
513199,23/08/2023,4,0
962054,23/08/2023,1,0
378676,23/08/2023,3,0
890232,23/08/2023,3,2
532965,23/08/2023,0,2
689769,23/08/2023,3,0
969851,23/08/2023,0,2
305754,23/08/2023,0,2
491314,23/08/2023,4,2
33955,23/08/2023,4,2
954722,23/08/2023,3,0
131937,23/08/2023,3,0
187399,23/08/2023,3,0
925482,23/08/2023,4,0
721521,23/08/2023,0,2
692985,23/08/2023,0,2
901144,23/08/2023,3,0
764014,23/08/2023,4,0
903336,23/08/2023,3,0
120532,23/08/2023,4,2
945635,23/08/2023,0,2
760684,23/08/2023,3,0
354409,23/08/2023,4,0
317242,23/08/2023,1,2
644847,23/08/2023,0,2
327290,23/08/2023,4,0
807452,23/08/2023,0,2
451933,23/08/2023,1,2
94225,23/08/2023,4,0
704868,23/08/2023,1,0
18035,23/08/2023,3,2
820541,23/08/2023,0,2
455755,23/08/2023,4,2
91670,23/08/2023,4,0
144124,23/08/2023,3,0
589812,23/08/2023,1,2
604184,23/08/2023,3,0
697683,23/08/2023,3,2
739534,23/08/2023,1,0
968887,23/08/2023,0,2
709916,23/08/2023,0,2
897083,23/08/2023,3,2
448752,23/08/2023,0,2
133542,23/08/2023,4,2
112390,23/08/2023,0,2
34200,23/08/2023,0,2
753354,23/08/2023,3,0
124290,23/08/2023,3,2
140489,23/08/2023,0,2
799688,23/08/2023,3,2
859361,23/08/2023,4,0
492958,23/08/2023,0,2
684939,23/08/2023,3,2
449106,23/08/2023,3,0
600767,23/08/2023,4,0
784827,23/08/2023,3,0
51036,23/08/2023,0,2
820973,23/08/2023,0,2
367391,23/08/2023,4,0
433521,23/08/2023,3,0
930284,23/08/2023,3,0
4452,23/08/2023,3,2
82484,23/08/2023,3,0
57405,23/08/2023,3,0
707935,23/08/2023,0,2
942001,23/08/2023,3,2
585299,23/08/2023,3,0
52729,23/08/2023,3,0
661577,23/08/2023,0,2
951463,23/08/2023,3,0
243235,23/08/2023,3,0
564692,23/08/2023,3,0
186168,23/08/2023,3,0
537274,23/08/2023,3,0
525531,23/08/2023,4,0
913428,23/08/2023,3,2
757274,23/08/2023,3,0
642612,23/08/2023,3,0
613942,23/08/2023,4,2
784673,23/08/2023,0,2
425341,23/08/2023,4,0
760828,23/08/2023,4,0
274207,23/08/2023,0,2
706112,23/08/2023,3,0
557908,23/08/2023,0,2
587645,23/08/2023,0,2
566052,23/08/2023,3,0
137909,23/08/2023,3,0
799459,23/08/2023,0,2
264803,23/08/2023,4,0
992178,23/08/2023,3,2
56589,23/08/2023,3,2
33797,23/08/2023,0,2
123983,23/08/2023,3,0
444361,23/08/2023,0,2
673058,23/08/2023,0,2
669378,24/08/2023,4,2
890623,24/08/2023,4,0
965755,24/08/2023,4,0
222892,24/08/2023,0,2
39154,24/08/2023,4,0
34186,24/08/2023,3,0
818990,24/08/2023,4,0
847349,24/08/2023,4,0
284460,24/08/2023,0,2
473929,24/08/2023,1,0
654297,24/08/2023,3,0
552883,24/08/2023,3,0
952124,24/08/2023,0,2
555121,24/08/2023,0,2
462526,24/08/2023,0,2
146840,24/08/2023,4,0
89084,24/08/2023,3,0
714999,24/08/2023,0,2
67197,24/08/2023,0,2
41853,24/08/2023,0,2
257719,24/08/2023,0,2
500633,24/08/2023,0,2
183929,24/08/2023,1,2
734789,24/08/2023,3,2
949818,24/08/2023,4,0
361361,24/08/2023,0,2
291238,24/08/2023,1,0
654623,24/08/2023,4,0
563740,24/08/2023,1,0
542300,24/08/2023,1,2
567671,24/08/2023,4,2
540618,24/08/2023,0,2
60619,24/08/2023,1,2
962591,24/08/2023,1,0
328457,24/08/2023,4,0
681063,24/08/2023,0,2
300159,24/08/2023,1,0
378287,24/08/2023,4,0
118820,24/08/2023,1,0
667163,24/08/2023,0,2
712307,24/08/2023,0,2
513199,24/08/2023,1,0
962054,24/08/2023,3,0
378676,24/08/2023,4,2
890232,24/08/2023,0,2
532965,24/08/2023,3,0
689769,24/08/2023,0,2
305754,24/08/2023,4,2
398340,24/08/2023,4,2
470449,24/08/2023,1,2
623234,24/08/2023,3,0
131937,24/08/2023,3,0
652118,24/08/2023,0,2
187399,24/08/2023,0,2
925482,24/08/2023,0,2
611575,24/08/2023,0,2
621677,24/08/2023,0,2
306177,24/08/2023,0,2
901144,24/08/2023,0,2
876139,24/08/2023,0,2
120532,24/08/2023,3,2
945635,24/08/2023,4,2
760684,24/08/2023,3,0
490602,24/08/2023,3,0
287070,24/08/2023,1,0
317242,24/08/2023,0,2
644847,24/08/2023,0,2
993331,24/08/2023,3,2
807452,24/08/2023,4,0
36412,24/08/2023,3,0
94225,24/08/2023,1,0
18035,24/08/2023,0,2
820541,24/08/2023,0,2
144124,24/08/2023,0,2
589812,24/08/2023,0,2
604184,24/08/2023,1,0
697683,24/08/2023,1,2
894539,24/08/2023,3,0
739534,24/08/2023,0,2
709916,24/08/2023,1,0
700048,24/08/2023,3,2
897083,24/08/2023,4,0
767398,24/08/2023,3,0
863930,24/08/2023,0,2
385113,24/08/2023,3,0
112390,24/08/2023,0,2
647462,24/08/2023,4,0
34200,24/08/2023,3,0
753354,24/08/2023,0,2
490939,24/08/2023,4,0
672059,24/08/2023,3,0
140489,24/08/2023,0,2
799688,24/08/2023,3,2
492958,24/08/2023,4,0
684939,24/08/2023,4,0
6405,24/08/2023,3,0
970529,24/08/2023,3,0
367391,24/08/2023,4,0
927651,24/08/2023,3,2
930284,24/08/2023,0,2
432617,24/08/2023,3,0
707935,24/08/2023,3,0
585299,24/08/2023,3,0
120385,24/08/2023,3,0
52729,24/08/2023,0,2
951463,24/08/2023,0,2
186168,24/08/2023,0,2
757274,24/08/2023,4,0
642612,24/08/2023,1,2
425341,24/08/2023,3,0
771228,24/08/2023,3,0
760828,24/08/2023,3,0
723678,24/08/2023,0,2
451812,24/08/2023,4,2
677169,24/08/2023,0,2
557908,24/08/2023,3,0
587645,24/08/2023,4,0
264803,24/08/2023,0,2
56589,24/08/2023,3,0
26060,24/08/2023,3,0
33797,24/08/2023,0,2
154179,24/08/2023,3,0
240179,24/08/2023,3,2
11422,25/08/2023,0,2
669378,25/08/2023,0,2
14145,25/08/2023,0,2
349294,25/08/2023,3,0
847349,25/08/2023,0,2
871592,25/08/2023,3,0
473929,25/08/2023,0,2
77308,25/08/2023,0,2
70969,25/08/2023,0,2
397973,25/08/2023,0,2
555121,25/08/2023,3,0
818522,25/08/2023,0,2
462526,25/08/2023,3,0
89084,25/08/2023,4,0
888807,25/08/2023,0,2
382511,25/08/2023,0,2
15314,25/08/2023,3,0
41853,25/08/2023,3,0
891833,25/08/2023,0,2
500633,25/08/2023,0,2
798639,25/08/2023,4,0
329351,25/08/2023,3,2
833557,25/08/2023,1,0
324809,25/08/2023,0,2
337168,25/08/2023,4,2
659290,25/08/2023,0,2
839170,25/08/2023,0,2
183929,25/08/2023,0,2
949818,25/08/2023,3,2
690565,25/08/2023,4,0
961614,25/08/2023,0,2
361361,25/08/2023,4,0
654623,25/08/2023,0,2
378230,25/08/2023,4,0
658389,25/08/2023,0,2
762527,25/08/2023,0,2
542300,25/08/2023,3,2
602241,25/08/2023,0,2
587420,25/08/2023,0,2
914071,25/08/2023,4,2
991434,25/08/2023,3,0
540618,25/08/2023,4,0
319388,25/08/2023,0,2
171602,25/08/2023,0,2
60619,25/08/2023,4,0
681063,25/08/2023,3,0
679321,25/08/2023,4,0
378287,25/08/2023,4,2
561860,25/08/2023,4,2
712003,25/08/2023,3,2
712307,25/08/2023,0,2
962054,25/08/2023,4,0
378676,25/08/2023,0,2
890232,25/08/2023,3,0
532965,25/08/2023,4,0
365132,25/08/2023,0,2
398340,25/08/2023,4,0
954722,25/08/2023,1,0
623234,25/08/2023,0,2
606256,25/08/2023,3,2
306177,25/08/2023,0,2
272170,25/08/2023,4,0
721521,25/08/2023,0,2
692985,25/08/2023,1,2
487931,25/08/2023,0,2
901144,25/08/2023,3,0
764014,25/08/2023,1,2
876139,25/08/2023,3,0
120532,25/08/2023,3,0
760684,25/08/2023,0,2
354409,25/08/2023,1,2
937542,25/08/2023,1,0
131136,25/08/2023,3,0
327290,25/08/2023,4,0
807452,25/08/2023,3,0
552496,25/08/2023,0,2
91670,25/08/2023,4,2
336847,25/08/2023,0,2
747801,25/08/2023,0,2
677542,25/08/2023,3,2
697683,25/08/2023,3,0
968887,25/08/2023,3,0
700048,25/08/2023,0,2
365133,25/08/2023,3,0
133542,25/08/2023,0,2
767398,25/08/2023,0,2
385113,25/08/2023,3,0
647462,25/08/2023,0,2
34200,25/08/2023,0,2
490939,25/08/2023,3,2
672059,25/08/2023,0,2
140489,25/08/2023,3,0
859361,25/08/2023,3,0
492958,25/08/2023,4,0
63769,25/08/2023,0,2
684939,25/08/2023,0,2
256051,25/08/2023,0,2
366066,25/08/2023,3,2
6405,25/08/2023,4,2
51036,25/08/2023,3,0
367391,25/08/2023,3,0
433521,25/08/2023,3,0
927651,25/08/2023,3,0
930284,25/08/2023,0,2
4452,25/08/2023,0,2
82484,25/08/2023,3,2
440875,25/08/2023,0,2
953175,25/08/2023,3,0
942001,25/08/2023,0,2
120385,25/08/2023,3,0
52729,25/08/2023,3,0
243235,25/08/2023,3,0
564692,25/08/2023,0,2
131748,25/08/2023,0,2
256783,25/08/2023,0,2
913428,25/08/2023,4,0
425341,25/08/2023,3,0
760828,25/08/2023,4,0
677169,25/08/2023,3,0
557908,25/08/2023,3,0
137909,25/08/2023,3,2
851978,25/08/2023,0,2
992178,25/08/2023,0,2
56589,25/08/2023,3,2
237083,25/08/2023,3,0
154179,25/08/2023,4,0
298985,25/08/2023,4,0
444361,25/08/2023,3,2
673058,25/08/2023,4,0
114414,25/08/2023,0,2
669378,26/08/2023,3,0
890623,26/08/2023,1,0
516376,26/08/2023,0,2
812607,26/08/2023,4,0
847349,26/08/2023,0,2
284460,26/08/2023,3,2
952124,26/08/2023,3,0
397973,26/08/2023,0,2
818522,26/08/2023,3,2
376447,26/08/2023,4,2
146840,26/08/2023,4,0
89084,26/08/2023,0,2
888807,26/08/2023,4,0
136533,26/08/2023,1,2
891833,26/08/2023,4,0
741341,26/08/2023,0,2
500739,26/08/2023,3,0
500633,26/08/2023,4,0
799952,26/08/2023,4,0
324809,26/08/2023,4,0
659290,26/08/2023,0,2
883013,26/08/2023,0,2
839170,26/08/2023,4,2
183929,26/08/2023,3,0
487065,26/08/2023,3,0
734789,26/08/2023,0,2
361361,26/08/2023,4,2
291238,26/08/2023,4,0
654623,26/08/2023,0,2
563740,26/08/2023,3,0
658389,26/08/2023,3,2
762527,26/08/2023,4,0
567671,26/08/2023,4,0
481843,26/08/2023,3,0
540618,26/08/2023,4,0
319388,26/08/2023,0,2
171602,26/08/2023,1,0
962591,26/08/2023,0,2
107548,26/08/2023,4,0
687218,26/08/2023,3,0
328457,26/08/2023,4,0
681063,26/08/2023,4,0
679321,26/08/2023,0,2
378287,26/08/2023,3,0
667163,26/08/2023,0,2
228286,26/08/2023,3,0
561860,26/08/2023,4,0
712307,26/08/2023,4,0
513199,26/08/2023,0,2
378676,26/08/2023,0,2
890232,26/08/2023,0,2
689769,26/08/2023,0,2
969851,26/08/2023,3,0
305754,26/08/2023,0,2
398340,26/08/2023,0,2
470449,26/08/2023,4,0
623234,26/08/2023,0,2
925482,26/08/2023,3,2
306177,26/08/2023,1,0
901144,26/08/2023,4,0
764014,26/08/2023,0,2
876139,26/08/2023,4,2
903336,26/08/2023,1,0
945635,26/08/2023,1,2
760684,26/08/2023,1,0
354409,26/08/2023,0,2
490602,26/08/2023,3,0
131136,26/08/2023,1,2
287070,26/08/2023,4,2
317242,26/08/2023,4,0
327290,26/08/2023,0,2
451933,26/08/2023,0,2
36412,26/08/2023,3,0
704868,26/08/2023,3,0
18035,26/08/2023,0,2
435929,26/08/2023,0,2
552496,26/08/2023,0,2
91670,26/08/2023,0,2
144124,26/08/2023,0,2
589812,26/08/2023,1,2
677542,26/08/2023,1,0
604184,26/08/2023,1,2
739534,26/08/2023,0,2
739448,26/08/2023,1,0
700048,26/08/2023,0,2
448752,26/08/2023,1,0
365133,26/08/2023,0,2
767398,26/08/2023,4,0
473647,26/08/2023,0,2
9436,26/08/2023,3,0
385113,26/08/2023,0,2
112390,26/08/2023,0,2
753354,26/08/2023,3,2
124290,26/08/2023,0,2
140489,26/08/2023,3,0
799688,26/08/2023,3,2
859361,26/08/2023,0,2
492958,26/08/2023,3,2
63769,26/08/2023,4,0
140154,26/08/2023,0,2
449106,26/08/2023,3,0
615545,26/08/2023,3,0
784827,26/08/2023,0,2
6405,26/08/2023,3,0
853932,26/08/2023,0,2
367391,26/08/2023,0,2
433521,26/08/2023,0,2
927651,26/08/2023,3,0
930284,26/08/2023,3,0
82484,26/08/2023,3,2
953175,26/08/2023,3,0
942001,26/08/2023,3,0
585299,26/08/2023,3,0
52729,26/08/2023,0,2
661577,26/08/2023,0,2
951463,26/08/2023,4,2
243235,26/08/2023,4,0
131748,26/08/2023,3,0
256783,26/08/2023,3,0
186168,26/08/2023,0,2
537274,26/08/2023,3,0
